,cena_brutto_pln,powierzchnia_uzytkowa,liczba_izb,kondygnacja,dzielnica
15041,944907.12,81.01,4.0,4.0,11.0
15044,641034.42,40.25,2.0,2.0,13.0
15047,811000.0,54.04,3.0,6.0,15.0
15048,774531.38,34.02,1.0,13.0,2.0
15051,1089840.28,63.7,4.0,8.0,13.0
15054,636266.73,47.57,3.0,6.0,11.0
15057,646660.0,52.15,2.0,1.0,4.0
15061,640279.47,40.2,2.0,6.0,13.0
15064,547500.0,49.57,3.0,3.0,4.0
15068,668268.48,48.29,2.0,4.0,11.0
15071,639657.03,37.92,2.0,4.0,13.0
15074,1027570.06,91.59,4.0,5.0,11.0
15077,648863.19,39.91,2.0,2.0,13.0
15080,583509.46,33.84,1.0,4.0,2.0
15083,504415.0,50.57,3.0,6.0,4.0
15085,239803.36,33.73,2.0,4.0,15.0
15086,787680.9,52.56,3.0,2.0,13.0
15089,494208.0,50.56,3.0,6.0,4.0
15091,657306.0,40.0,2.0,5.0,13.0
15094,499452.0,50.58,3.0,7.0,4.0
15096,433000.0,34.69,2.0,8.0,15.0
15097,469537.0,28.84,1.0,2.0,13.0
15100,519376.0,50.56,3.0,7.0,4.0
15102,645000.0,51.7,3.0,10.0,15.0
15103,762530.9,35.78,1.0,9.0,2.0
15106,565364.34,33.76,1.0,2.0,2.0
15109,850000.0,49.46,2.0,2.0,9.0
15111,748450.0,59.23,4.0,2.0,15.0
15112,571440.0,42.05,2.0,10.0,15.0
15113,681402.24,59.22,4.0,8.0,15.0
15114,492162.0,50.34,3.0,5.0,4.0
15116,636665.28,33.86,1.0,3.0,2.0
15119,572824.0,45.23,3.0,5.0,15.0
15120,694608.12,59.53,4.0,4.0,15.0
15121,1598275.34,76.74,3.0,8.0,2.0
15124,566524.0,60.52,4.0,7.0,4.0
15126,565358.0,62.69,4.0,1.0,4.0
15152,730000.0,41.16,2.0,3.0,4.0
15153,1463719.57,78.76,4.0,3.0,13.0
15163,1634304.02,71.51,3.0,13.0,2.0
15166,624245.0,42.04,1.0,1.0,4.0
15171,439555.0,63.32,4.0,2.0,4.0
15197,560000.0,63.21,4.0,1.0,4.0
15223,1092432.51,44.82,2.0,14.0,2.0
15226,439555.0,62.6,4.0,2.0,4.0
15252,1001713.93,46.24,2.0,14.0,2.0
15255,1361673.16,77.55,3.0,5.0,2.0
15258,580000.0,33.3,2.0,5.0,5.0
15259,970250.0,50.3,2.0,5.0,5.0
15262,2195000.0,119.72,4.0,2.0,8.0
15263,493992.0,50.34,3.0,3.0,4.0
15265,467872.0,50.44,3.0,8.0,4.0
15267,498956.0,50.43,3.0,5.0,4.0
15269,463468.0,49.29,3.0,1.0,4.0
15271,537016.0,53.68,3.0,2.0,4.0
15273,1126980.0,57.61,3.0,5.0,5.0
15276,1105525.99,60.89,3.0,2.0,2.0
15279,603148.0,33.14,2.0,2.0,5.0
15285,1574140.88,74.98,3.0,9.0,2.0
15288,860340.54,44.79,2.0,8.0,2.0
15291,713808.06,35.69,1.0,8.0,2.0
15294,691897.66,48.98,3.0,3.0,11.0
15297,401192.61,27.48,1.0,4.0,11.0
15300,897998.52,47.04,2.0,11.0,2.0
15303,793565.4,44.93,2.0,3.0,2.0
15306,623151.68,50.1,2.0,4.0,11.0
15309,438382.0,48.4,2.0,2.0,17.0
15310,975266.73,58.22,3.0,7.0,2.0
15313,955757.66,80.9,4.0,5.0,11.0
15316,496979.93,53.5,3.0,5.0,4.0
15318,753000.0,38.88,2.0,1.0,4.0
15321,453984.5,41.77,2.0,4.0,13.0
15337,509095.0,47.17,2.0,1.0,13.0
15353,532908.0,49.56,3.0,6.0,4.0
15355,807556.79,45.42,2.0,11.0,2.0
15358,738305.19,88.32,4.0,1.0,4.0
15362,299359.0,27.41,1.0,7.0,4.0
15364,1468883.0,27.82,1.0,2.0,5.0
15370,301940.0,30.55,1.0,4.0,13.0
15386,661129.0,59.58,3.0,4.0,13.0
15402,430690.0,47.3,2.0,2.0,17.0
15403,1375275.0,60.12,2.0,5.0,8.0
15409,801220.0,38.8,1.0,6.0,5.0
15412,849240.0,60.16,3.0,4.0,8.0
15418,615241.0,59.46,3.0,4.0,13.0
15434,868430.0,40.97,2.0,7.0,5.0
15437,605428.64,59.62,3.0,1.0,13.0
15453,366950.0,37.3,2.0,5.0,4.0
15455,384800.0,39.75,2.0,8.0,4.0
15457,1746289.13,76.01,3.0,13.0,2.0
15460,582090.52,33.09,1.0,7.0,2.0
15465,599392.22,33.12,1.0,9.0,2.0
15468,900000.0,36.61,2.0,6.0,5.0
15469,633894.26,35.49,1.0,1.0,2.0
15472,443056.0,40.72,2.0,8.0,4.0
15474,505781.72,25.14,1.0,5.0,2.0
15477,521792.0,49.44,3.0,5.0,4.0
15479,387127.0,39.91,2.0,8.0,4.0
15486,443476.5,41.99,2.0,3.0,13.0
15502,537270.0,61.7,3.0,1.0,17.0
15503,647470.0,50.58,3.0,8.0,15.0
15504,657466.12,32.79,1.0,5.0,2.0
15507,709940.0,59.29,4.0,6.0,15.0
15508,567848.32,45.04,3.0,3.0,15.0
15509,841901.24,58.75,3.0,3.0,4.0
15513,739380.0,50.62,3.0,7.0,15.0
15514,579904.45,48.55,2.0,1.0,13.0
15530,646320.0,49.3,2.0,3.0,4.0
15534,455670.0,33.66,2.0,3.0,15.0
15535,497193.0,34.79,2.0,10.0,15.0
15536,1974094.8,129.06,4.0,7.0,4.0
15540,484522.48,37.73,2.0,5.0,15.0
15541,501904.75,47.25,2.0,2.0,13.0
15557,414151.5,38.47,2.0,2.0,13.0
15573,697249.0,64.06,3.0,3.0,13.0
15589,569124.0,42.51,2.0,1.0,4.0
15593,672187.0,59.75,3.0,2.0,13.0
15609,509994.0,46.84,2.0,3.0,13.0
15625,820137.77,59.53,3.0,4.0,4.0
15629,582600.0,56.26,3.0,3.0,13.0
15645,668178.81,54.69,3.0,2.0,13.0
15661,562999.87,47.13,2.0,1.0,13.0
15677,485064.5,28.88,1.0,3.0,13.0
15680,480008.16,28.84,1.0,2.0,13.0
15683,637674.78,37.92,2.0,3.0,13.0
15686,665192.71,32.73,1.0,6.0,2.0
15689,858392.22,54.03,3.0,6.0,13.0
15692,665276.08,40.37,2.0,6.0,13.0
15695,656392.79,34.04,1.0,5.0,2.0
15698,495045.01,28.85,1.0,5.0,13.0
15701,809598.55,55.92,3.0,2.0,13.0
15704,655890.2,32.74,1.0,3.0,2.0
15707,816747.3,55.95,3.0,3.0,13.0
15710,679426.0,48.88,2.0,4.0,4.0
15714,669454.0,40.56,2.0,4.0,13.0
15717,649577.95,34.82,1.0,4.0,8.0
15720,869412.26,60.21,3.0,3.0,4.0
15724,738068.83,28.95,1.0,6.0,2.0
15727,631741.0,52.21,2.0,2.0,4.0
15731,476416.0,63.34,3.0,1.0,4.0
15757,711216.0,49.39,2.0,6.0,4.0
15761,749272.83,52.36,2.0,3.0,4.0
15765,723152.0,58.72,3.0,1.0,4.0
15769,490930.0,44.62,3.0,1.0,15.0
15770,674529.96,50.48,3.0,10.0,15.0
15771,240374.0,33.68,2.0,6.0,15.0
15772,580915.04,40.84,2.0,5.0,13.0
15774,416392.0,33.69,2.0,5.0,15.0
15775,1012533.0,81.17,4.0,6.0,4.0
15779,619100.0,40.63,2.0,4.0,8.0
15782,1430000.0,126.21,4.0,1.0,4.0
15784,655928.0,49.28,2.0,2.0,4.0
15788,648000.0,41.07,2.0,3.0,8.0
15791,587224.27,40.87,2.0,6.0,13.0
15793,598600.0,39.14,2.0,4.0,8.0
15796,814550.0,60.62,2.0,1.0,4.0
15801,706956.0,54.19,3.0,3.0,4.0
15805,910000.0,69.73,3.0,3.0,8.0
15807,738064.36,64.07,4.0,4.0,13.0
15809,706480.0,47.5,2.0,5.0,4.0
15814,676680.0,39.48,1.0,4.0,4.0
15816,1080636.0,47.09,2.0,5.0,5.0
15819,205000.0,31.31,1.0,1.0,12.0
15821,717710.0,50.4,2.0,5.0,4.0
15826,1615046.35,119.21,5.0,1.0,12.0
15829,564084.54,40.82,2.0,4.0,13.0
15831,513190.0,27.74,1.0,4.0,5.0
15834,1022977.0,43.27,2.0,6.0,5.0
15837,525351.92,46.18,3.0,4.0,13.0
15839,654900.0,37.0,2.0,2.0,5.0
15842,840000.0,47.38,2.0,1.0,6.0
15843,471798.05,49.0,3.0,1.0,4.0
15845,368960.0,39.75,2.0,5.0,4.0
15847,1495000.0,91.54,5.0,1.0,6.0
15848,565358.0,63.82,3.0,1.0,4.0
15874,517451.77,44.51,3.0,5.0,13.0
15876,971618.0,47.13,2.0,6.0,5.0
15879,890000.0,54.53,3.0,3.0,6.0
15880,546299.0,63.31,3.0,1.0,4.0
15906,637205.0,50.21,3.0,1.0,4.0
15909,331145.5,40.6,2.0,6.0,4.0
15911,581480.0,31.6,2.0,3.0,4.0
15914,1974790.0,31.77,2.0,3.0,4.0
15929,397313.34,25.18,1.0,3.0,2.0
15932,24354123.51,44.84,2.0,1.0,2.0
16022,561358.0,63.13,4.0,1.0,4.0
16048,514701.04,38.56,2.0,4.0,11.0
16051,705135.0,80.22,4.0,1.0,4.0
16077,581044.64,48.15,2.0,4.0,11.0
16080,2805394.0,62.87,4.0,2.0,4.0
16158,656365.06,48.77,3.0,2.0,11.0
16161,831433.38,44.4,2.0,2.0,13.0
16171,573064.0,62.78,4.0,1.0,4.0
16197,555840.0,44.32,2.0,1.0,8.0
16200,743665.18,95.9,5.0,1.0,10.0
16210,930670.0,68.59,4.0,2.0,8.0
16213,911900.36,50.73,2.0,2.0,13.0
16223,571080.0,44.34,2.0,3.0,8.0
16226,440000.0,36.47,2.0,4.0,12.0
16228,616824.0,34.32,2.0,2.0,8.0
16231,487128.82,42.19,2.0,5.0,13.0
16233,1450000.0,126.75,6.0,1.0,7.0
16234,356614.03,33.46,2.0,4.0,13.0
16236,765165.5,40.98,2.0,3.0,5.0
16239,1026000.0,57.67,2.0,2.0,7.0
16243,406783.0,49.01,3.0,2.0,4.0
16245,361936.0,40.48,2.0,4.0,4.0
16247,776723.07,55.38,3.0,3.0,13.0
16249,1176940.0,57.55,3.0,3.0,5.0
16252,1165388.0,56.29,3.0,1.0,7.0
16260,394264.84,37.23,2.0,3.0,13.0
16262,740100.0,36.95,2.0,7.0,5.0
16265,1777100.0,90.57,5.0,1.0,7.0
16273,922530.0,44.87,2.0,1.0,7.0
16281,1420000.0,126.76,6.0,1.0,7.0
16282,380838.74,33.29,2.0,3.0,13.0
16284,1142140.0,50.35,2.0,6.0,5.0
16287,392304.0,37.48,2.0,5.0,4.0
16289,431273.0,49.31,3.0,2.0,4.0
16291,694412.01,43.91,2.0,2.0,5.0
16293,567052.0,31.56,2.0,2.0,4.0
16296,719536.0,50.04,3.0,2.0,4.0
16299,529008.18,48.46,3.0,2.0,9.0
16302,722505.32,65.95,3.0,5.0,13.0
16304,596593.5,47.85,2.0,2.0,11.0
16307,813612.62,75.66,5.0,5.0,13.0
16309,1522500.0,113.45,6.0,1.0,6.0
16319,628837.56,50.16,2.0,5.0,11.0
16322,533215.95,46.23,3.0,6.0,13.0
16324,697142.99,57.55,3.0,5.0,13.0
16326,1435000.0,113.57,6.0,1.0,6.0
16336,414942.0,39.79,2.0,9.0,4.0
16338,756980.15,65.29,4.0,6.0,13.0
16340,1345215.2,52.64,2.0,2.0,1.0
16342,529150.0,27.85,1.0,1.0,5.0
16345,436589.76,38.57,2.0,5.0,13.0
16347,656022.0,35.27,2.0,4.0,5.0
16350,615056.0,29.57,1.0,7.0,5.0
16353,900000.0,62.44,3.0,3.0,6.0
16356,1008000.0,62.54,3.0,4.0,6.0
16358,632869.98,55.75,3.0,5.0,13.0
16360,1014800.0,63.35,3.0,3.0,6.0
16362,1049170.0,64.88,3.0,3.0,6.0
16364,796454.24,65.12,4.0,3.0,13.0
16366,936400.0,36.7,2.0,6.0,5.0
16367,536946.0,63.25,4.0,1.0,4.0
16393,489307.77,32.97,2.0,2.0,4.0
16395,715335.05,55.46,3.0,6.0,13.0
16397,696417.4,61.29,4.0,4.0,13.0
16399,739292.4,53.8,3.0,4.0,4.0
16401,1072371.0,50.39,2.0,1.0,5.0
16404,470430.0,35.75,1.0,4.0,12.0
16405,532480.0,31.56,2.0,4.0,4.0
16408,1109424.82,55.36,3.0,2.0,2.0
16411,1890000.0,114.4,5.0,12.0,11.0
16416,798051.6,75.72,4.0,4.0,13.0
16418,761142.06,59.28,3.0,6.0,11.0
16421,545561.01,44.54,3.0,4.0,13.0
16423,563000.0,38.48,2.0,3.0,15.0
16424,1146000.0,79.06,4.0,4.0,15.0
16425,390113.15,27.72,1.0,5.0,11.0
16428,1266000.0,84.58,4.0,4.0,15.0
16429,1190000.0,84.97,4.0,3.0,15.0
16430,538354.0,51.7,3.0,1.0,13.0
16446,502849.86,38.69,2.0,5.0,11.0
16449,735000.0,52.11,3.0,4.0,15.0
16450,722564.0,64.27,3.0,2.0,13.0
16466,434387.0,38.67,2.0,4.0,13.0
16468,623178.17,54.83,3.0,2.0,13.0
16484,513177.0,34.83,2.0,7.0,15.0
16485,1153651.0,75.57,4.0,4.0,8.0
16486,870710.0,41.09,2.0,6.0,5.0
16489,1120000.0,75.15,4.0,2.0,15.0
16490,663282.0,58.66,3.0,1.0,13.0
16506,959159.0,52.29,2.0,5.0,5.0
16509,446595.5,38.71,2.0,3.0,13.0
16511,602000.5,59.99,3.0,3.0,13.0
16527,800000.0,53.36,3.0,6.0,15.0
16528,423281.0,38.41,2.0,1.0,13.0
16544,560967.0,29.37,1.0,4.0,5.0
16547,815000.0,53.17,3.0,5.0,15.0
16548,848492.54,77.52,4.0,6.0,13.0
16550,789000.0,53.98,3.0,3.0,15.0
16551,628888.0,63.32,4.0,1.0,4.0
16577,1818525.38,72.03,3.0,2.0,13.0
16609,674773.82,55.21,3.0,4.0,13.0
16611,640123.0,34.22,2.0,2.0,4.0
16613,544529.5,51.03,2.0,1.0,13.0
16629,524332.0,27.89,1.0,3.0,5.0
16632,431529.0,42.45,2.0,4.0,13.0
16648,988240.0,45.96,2.0,2.0,5.0
16651,663600.0,51.8,2.0,2.0,4.0
16655,813033.7,75.57,5.0,1.0,13.0
16657,431903.0,39.91,2.0,2.0,4.0
16659,491980.0,47.04,2.0,2.0,13.0
16675,478160.0,50.6,3.0,8.0,4.0
16677,480928.0,50.56,3.0,9.0,4.0
16679,422653.41,39.75,2.0,5.0,4.0
16681,636528.0,35.76,1.0,2.0,5.0
16684,731542.81,61.23,4.0,5.0,13.0
16686,670500.0,60.65,4.0,9.0,4.0
16688,737814.0,59.06,3.0,2.0,4.0
16692,580776.0,60.77,4.0,8.0,4.0
16694,735015.67,52.27,2.0,5.0,4.0
16698,918670.95,68.46,3.0,4.0,4.0
16702,446000.0,34.22,3.0,3.0,16.0
16703,982049.0,56.47,3.0,1.0,13.0
16704,655120.0,39.04,2.0,6.0,13.0
16705,747965.0,45.03,2.0,5.0,13.0
16706,1007079.72,91.42,4.0,4.0,11.0
16709,719755.0,43.21,2.0,4.0,13.0
16710,493397.75,40.25,2.0,3.0,4.0
16712,883004.33,71.32,4.0,7.0,11.0
16715,1579478.0,44.4,2.0,5.0,13.0
16733,855812.5,57.25,3.0,3.0,4.0
16735,747345.0,44.99,2.0,6.0,13.0
16736,398280.0,33.02,2.0,4.0,13.0
16745,398280.0,33.01,2.0,3.0,13.0
16754,659216.0,41.93,2.0,6.0,4.0
16756,656155.25,40.15,2.0,4.0,4.0
16758,395976.0,27.42,1.0,1.0,4.0
16761,1509601.8,107.76,4.0,2.0,7.0
16765,677638.23,41.87,2.0,2.0,4.0
16767,822580.0,46.52,2.0,3.0,13.0
16768,660944.52,40.11,2.0,2.0,4.0
16770,1102815.98,121.74,6.0,1.0,13.0
16775,1307804.2,102.4,5.0,1.0,13.0
16780,1100597.57,121.4,6.0,1.0,13.0
16785,928975.52,60.85,3.0,4.0,4.0
16787,1787471.84,93.06,4.0,4.0,3.0
16788,687460.45,40.97,2.0,6.0,4.0
16790,750126.25,57.33,3.0,4.0,4.0
16792,777200.0,50.0,2.0,1.0,4.0
16794,976158.76,80.91,4.0,7.0,11.0
16797,819496.44,63.25,3.0,8.0,11.0
16800,406680.0,28.93,1.0,5.0,7.0
16802,503118.02,34.47,2.0,4.0,8.0
16805,810000.0,45.19,2.0,5.0,7.0
16807,280602.0,27.51,1.0,2.0,4.0
16809,285310.46,27.57,1.0,6.0,4.0
16811,880000.44,41.84,2.0,1.0,6.0
16812,406329.5,37.42,2.0,7.0,4.0
16814,402155.11,27.61,1.0,3.0,11.0
16817,455096.0,40.01,2.0,5.0,4.0
16819,472125.0,62.95,4.0,2.0,4.0
16845,502656.0,33.67,2.0,10.0,15.0
16846,423096.0,34.73,2.0,2.0,15.0
16847,520885.0,63.38,4.0,2.0,4.0
16873,448439.68,37.72,2.0,8.0,15.0
16874,392874.0,37.26,2.0,7.0,4.0
16876,493731.28,36.92,2.0,5.0,15.0
16877,1250000.0,115.82,4.0,1.0,8.0
16879,508684.0,42.13,2.0,8.0,15.0
16880,439555.0,63.37,4.0,2.0,4.0
16906,629680.0,49.22,3.0,5.0,15.0
16907,527240.0,63.88,3.0,1.0,4.0
16933,280398.0,27.49,1.0,4.0,4.0
16935,685544.0,51.62,3.0,6.0,15.0
16936,836400.0,59.24,4.0,7.0,15.0
16937,590616.0,50.62,3.0,6.0,15.0
16938,823629.69,96.17,5.0,1.0,10.0
16946,395100.0,39.9,2.0,3.0,4.0
16948,408552.0,40.72,2.0,5.0,4.0
16950,1961470.0,96.78,4.0,1.0,5.0
16960,934166.52,31.57,1.0,5.0,1.0
16979,550000.0,68.91,4.0,1.0,10.0
16987,659052.0,49.13,3.0,3.0,15.0
16988,319947.74,45.19,3.0,9.0,15.0
16989,416160.0,34.71,2.0,6.0,15.0
16990,430032.0,34.8,2.0,5.0,15.0
16991,439555.0,62.49,4.0,2.0,4.0
17017,297420.0,33.63,2.0,7.0,15.0
17018,792774.3,95.46,5.0,1.0,10.0
17026,716890.0,59.28,4.0,9.0,15.0
17027,524885.0,62.71,4.0,2.0,4.0
17053,500505.0,62.9,4.0,2.0,4.0
17079,809000.0,53.96,3.0,7.0,15.0
17080,489122.0,62.73,4.0,1.0,4.0
17106,546379.0,38.65,2.0,3.0,15.0
17109,852200.0,54.85,3.0,4.0,8.0
17115,1070000.0,75.22,4.0,5.0,15.0
17116,520490.0,33.7,2.0,9.0,15.0
17117,440075.0,25.6,1.0,2.0,1.0
17118,427460.0,36.91,2.0,2.0,15.0
17119,785700.0,46.38,2.0,5.0,5.0
17122,576680.0,45.08,3.0,8.0,15.0
17123,1568850.0,46.42,2.0,7.0,5.0
17129,1239000.0,81.0,5.0,2.0,15.0
17130,785700.0,46.39,2.0,7.0,5.0
17133,998000.0,67.53,4.0,1.0,15.0
17134,938000.0,67.73,4.0,6.0,15.0
17135,767000.0,53.38,3.0,5.0,15.0
17136,563000.0,36.22,2.0,2.0,15.0
17137,1028000.0,71.94,4.0,1.0,15.0
17138,780854.0,53.17,3.0,3.0,15.0
17139,668200.0,45.23,3.0,2.0,15.0
17140,439686.0,37.67,2.0,4.0,15.0
17141,960228.0,75.41,4.0,6.0,15.0
17142,439555.0,63.04,4.0,2.0,4.0
17168,813867.6,63.27,4.0,4.0,15.0
17169,488315.0,62.93,4.0,2.0,4.0
17195,714741.09,96.43,5.0,1.0,10.0
17203,500505.0,62.83,4.0,2.0,4.0
17229,677570.0,51.49,3.0,3.0,15.0
17230,799900.0,136.46,5.0,1.0,10.0
17238,406318.0,33.6,2.0,8.0,15.0
17239,763444.86,95.51,5.0,1.0,10.0
17247,792269.45,136.15,6.0,1.0,10.0
17255,485000.0,32.62,2.0,1.0,10.0
17257,973509.35,67.41,4.0,5.0,9.0
17260,802000.0,53.39,3.0,7.0,15.0
17261,795000.0,53.38,3.0,5.0,15.0
17262,822000.0,53.14,3.0,7.0,15.0
17263,1215000.0,84.72,4.0,2.0,15.0
17264,1078000.0,75.22,4.0,7.0,15.0
17265,542000.0,34.83,2.0,3.0,15.0
17266,537000.0,34.73,2.0,2.0,15.0
17269,419789.89,38.46,2.0,2.0,13.0
17271,660729.71,42.15,2.0,1.0,13.0
17273,589960.51,46.32,3.0,2.0,13.0
17275,537150.0,58.09,3.0,2.0,17.0
17276,1658250.0,52.17,3.0,5.0,5.0
17279,619200.0,49.23,3.0,2.0,15.0
17280,435800.0,33.6,2.0,3.0,15.0
17281,499623.29,42.17,2.0,3.0,13.0
17283,1631000.0,86.88,4.0,3.0,5.0
17285,371330.44,33.28,2.0,1.0,13.0
17287,559770.0,39.16,2.0,4.0,15.0
17288,559375.0,62.54,3.0,4.0,17.0
17289,439555.0,63.47,4.0,2.0,4.0
17315,421035.0,47.7,2.0,2.0,17.0
17316,402960.0,33.66,2.0,5.0,15.0
17317,613268.0,60.61,4.0,8.0,4.0
17319,539946.0,62.86,4.0,1.0,4.0
17345,372365.59,39.8,2.0,6.0,4.0
17347,639500.0,50.59,3.0,4.0,15.0
17348,667265.0,59.29,4.0,5.0,15.0
17349,1121208.0,84.68,4.0,1.0,15.0
17350,436968.0,34.73,2.0,9.0,15.0
17351,696790.0,50.52,3.0,3.0,15.0
17352,490426.84,38.33,2.0,4.0,13.0
17354,817022.0,53.17,3.0,7.0,15.0
17355,410947.01,38.44,2.0,3.0,13.0
17371,656781.0,64.78,3.0,1.0,13.0
17387,559576.9,47.1,2.0,3.0,13.0
17403,599562.0,54.82,3.0,2.0,13.0
17419,732499.51,55.33,3.0,1.0,13.0
17421,1582642.19,119.44,5.0,1.0,12.0
17424,1406977.21,119.21,5.0,1.0,12.0
17427,1551302.34,119.88,5.0,1.0,12.0
17430,633480.13,54.87,3.0,3.0,13.0
17446,452234.0,41.81,2.0,3.0,13.0
17462,479370.29,42.0,2.0,4.0,13.0
17464,696973.0,63.86,3.0,4.0,13.0
17480,1466642.57,119.41,5.0,1.0,12.0
17483,798450.0,51.23,3.0,3.0,8.0
17484,748188.0,45.96,2.0,3.0,8.0
17485,559375.0,62.52,3.0,3.0,17.0
17486,532856.0,28.88,1.0,4.0,8.0
17487,434525.0,47.6,2.0,1.0,17.0
17488,694625.0,44.25,3.0,2.0,8.0
17489,794432.0,50.84,2.0,2.0,8.0
17490,578197.0,62.73,3.0,3.0,17.0
17491,1337000.0,84.97,4.0,5.0,15.0
17492,892676.0,67.7,4.0,5.0,15.0
17493,729912.0,53.57,3.0,2.0,15.0
17494,1110000.0,79.04,4.0,3.0,15.0
17495,1670276.0,122.94,5.0,2.0,8.0
17498,1253000.0,81.08,5.0,5.0,15.0
17499,610356.0,79.76,4.0,2.0,4.0
17525,799000.0,53.29,3.0,2.0,15.0
17526,643324.08,49.31,3.0,9.0,15.0
17527,695000.0,53.01,3.0,2.0,15.0
17528,551100.0,48.85,3.0,1.0,15.0
17529,370175.04,38.36,2.0,3.0,13.0
17545,755596.0,53.38,3.0,2.0,15.0
17546,503500.0,36.89,2.0,3.0,15.0
17547,748000.0,53.39,3.0,3.0,15.0
17548,637400.0,51.61,3.0,2.0,15.0
17549,730000.0,53.96,3.0,3.0,15.0
17550,1739000.0,34.76,2.0,7.0,5.0
17554,605456.5,58.93,3.0,2.0,13.0
17570,679196.0,64.32,3.0,2.0,13.0
17586,725435.75,59.92,3.0,10.0,15.0
17587,465992.0,37.73,2.0,9.0,15.0
17588,717588.0,70.71,5.0,4.0,13.0
17604,719719.25,63.62,3.0,1.0,13.0
17620,559278.5,46.99,2.0,3.0,13.0
17636,916039.0,87.55,4.0,3.0,13.0
17652,916885.0,87.62,4.0,3.0,13.0
17668,792205.0,50.37,2.0,2.0,8.0
17669,666300.0,43.1,2.0,4.0,8.0
17675,426858.0,48.43,2.0,1.0,17.0
17678,687396.97,57.42,3.0,4.0,13.0
17680,696399.01,57.49,3.0,2.0,13.0
17682,1003335.26,63.9,3.0,1.0,4.0
17683,998812.04,64.05,3.0,2.0,4.0
17684,376903.94,35.45,2.0,1.0,13.0
17686,534954.36,45.9,3.0,3.0,9.0
17689,830749.22,75.94,4.0,2.0,13.0
17691,428145.5,35.27,2.0,4.0,9.0
17694,584417.0,62.95,4.0,1.0,4.0
17720,797927.96,136.96,6.0,1.0,10.0
17728,919744.0,44.96,2.0,1.0,7.0
17736,644315.0,33.96,2.0,4.0,9.0
17739,1479268.51,76.05,2.0,3.0,13.0
17749,492298.5,63.24,4.0,1.0,4.0
17775,460310.95,36.27,2.0,5.0,9.0
17778,1287665.8,64.97,2.0,2.0,13.0
17788,542571.39,42.98,3.0,3.0,9.0
17791,542301.02,47.42,3.0,2.0,9.0
17794,801144.78,67.5,4.0,5.0,9.0
17797,800000.0,43.49,2.0,3.0,6.0
17798,471870.0,50.22,3.0,8.0,4.0
17800,291712.0,27.52,1.0,9.0,4.0
17802,1469440.0,88.53,5.0,2.0,6.0
17803,466190.0,50.14,3.0,8.0,4.0
17805,650000.0,34.62,2.0,1.0,6.0
17806,383278.0,37.37,2.0,7.0,4.0
17808,470461.0,49.49,3.0,9.0,4.0
17810,479724.0,53.28,3.0,4.0,4.0
17812,335492.0,27.42,1.0,7.0,4.0
17814,273700.0,27.37,1.0,3.0,4.0
17816,645834.92,54.17,3.0,5.0,13.0
17818,920461.0,61.03,3.0,3.0,8.0
17824,576047.0,60.81,4.0,3.0,4.0
17827,862162.48,65.21,4.0,2.0,13.0
17829,457087.23,36.18,2.0,5.0,9.0
17832,539000.0,63.66,3.0,1.0,4.0
17858,659211.14,40.68,2.0,1.0,4.0
17860,526792.02,46.04,2.0,3.0,9.0
17863,864187.18,80.5,3.0,6.0,13.0
17865,584664.7,33.03,2.0,4.0,4.0
17867,850653.0,53.99,3.0,4.0,4.0
17869,685389.0,77.01,4.0,5.0,3.0
17870,995000.0,113.77,3.0,1.0,10.0
17871,630327.49,74.18,4.0,1.0,10.0
17879,445644.99,37.72,2.0,6.0,13.0
17881,914146.0,87.34,4.0,3.0,13.0
17897,875050.0,74.85,3.0,4.0,4.0
17899,857910.0,72.32,3.0,3.0,13.0
17915,439555.0,63.55,4.0,2.0,4.0
17941,757929.55,70.63,4.0,4.0,13.0
17957,782083.0,53.58,2.0,5.0,4.0
17959,859842.0,65.54,3.0,5.0,13.0
17961,665767.2,41.06,2.0,3.0,4.0
17963,727372.0,49.82,2.0,1.0,8.0
17964,675024.0,40.55,2.0,3.0,4.0
17968,549619.97,40.81,2.0,6.0,13.0
17970,899437.24,74.87,3.0,5.0,4.0
17972,1000000.0,97.75,5.0,2.0,8.0
17976,656427.52,40.64,2.0,5.0,4.0
17978,1283825.92,74.44,3.0,6.0,2.0
17981,344987.0,30.4,2.0,4.0,13.0
17983,836033.5,54.13,3.0,6.0,4.0
17985,739248.42,49.95,2.0,4.0,8.0
17991,647947.0,62.84,4.0,1.0,4.0
18017,970247.5,75.0,4.0,4.0,4.0
18019,638324.0,43.13,2.0,3.0,8.0
18025,1227500.0,82.47,3.0,2.0,7.0
18026,707992.0,44.76,2.0,5.0,8.0
18029,698769.8,43.31,2.0,3.0,4.0
18031,755000.0,56.37,3.0,1.0,8.0
18033,795720.0,63.06,3.0,1.0,4.0
18035,697800.0,43.71,2.0,3.0,8.0
18038,771197.0,50.06,2.0,3.0,8.0
18044,859018.58,59.94,3.0,3.0,8.0
18050,747097.0,44.21,2.0,4.0,8.0
18051,776888.0,50.27,2.0,3.0,8.0
18052,814961.64,57.88,3.0,4.0,8.0
18058,527952.24,42.13,2.0,6.0,13.0
18060,718051.22,33.95,1.0,4.0,2.0
18063,416967.89,25.1,1.0,6.0,2.0
18066,391274.99,37.72,2.0,4.0,13.0
18068,691148.14,34.68,1.0,4.0,2.0
18071,695952.69,95.91,5.0,1.0,10.0
18079,1031000.0,66.32,4.0,2.0,6.0
18081,772468.02,44.54,2.0,2.0,2.0
